time,latitude,longitude,mag,place,type,satellite
2022-07-07,41.249,46.297,null,null,lightening,null
2022-07-08,41.308,46.36,null,null,lightening,null
2022-07-09,41.378,46.476,null,null,lightening,null
2022-07-10,41.246,46.312,null,null,lightening,null
2022-07-11,41.259,46.361,null,null,lightening,null
2022-07-12,40.531,44.604,null,null,lightening,null
2022-07-13,41.241,46.332,null,null,lightening,null
2022-07-14,41.399,46.496,null,null,lightening,null
2022-07-15,41.303,46.379,null,null,lightening,null
2022-07-16,41.245,46.366,null,null,lightening,null
2022-07-17,41.384,46.489,null,null,lightening,null
2022-07-18,41.251,46.332,null,null,lightening,null
2022-07-19,41.249,46.362,null,null,lightening,null
2022-07-20,41.324,46.375,null,null,lightening,null
2022-07-21,41.371,46.438,null,null,lightening,null
2022-07-22,41.269,46.315,null,null,lightening,null
2022-07-23,41.152,46.685,null,null,lightening,null
2022-07-24,41.479,46.58,null,null,lightening,null
2022-07-11,41.293,46.333,null,null,lightening,null
2022-07-12,41.486,46.659,null,null,lightening,null
2022-07-13,41.335,46.411,null,null,lightening,null
2022-07-14,40.553,44.603,null,null,lightening,null
2022-07-15,41.316,46.351,null,null,lightening,null
2022-07-16,41.345,46.365,null,null,lightening,null
2022-07-17,40.954,44.278,null,null,lightening,null
2022-07-18,40.957,44.434,null,null,lightening,null
2022-07-19,40.924,44.457,null,null,lightening,null
2022-07-20,40.977,44.332,null,null,lightening,null
2022-07-21,41.043,44.305,null,null,lightening,null
2022-07-22,40.99,44.421,null,null,lightening,null
2022-07-23,41.191,43.62,null,null,lightening,null
2022-07-24,41.232,43.675,null,null,lightening,null
2022-07-25,41.221,46.34,null,null,lightening,null
2022-07-26,39.728,44.073,null,null,lightening,null
2022-07-27,41.276,44.174,null,null,lightening,null
2022-07-28,41.304,44.219,null,null,lightening,null
2022-07-29,38.623,44.343,null,null,lightening,null
2022-07-30,38.575,44.431,null,null,lightening,null
2022-07-31,39.844,45.865,null,null,lightening,null
2022-08-01,39.819,45.928,null,null,lightening,null
2022-08-02,39.839,45.795,null,null,lightening,null
2022-08-03,39.845,45.956,null,null,lightening,null
2022-08-04,38.62,44.384,null,null,lightening,null
2022-08-05,39.817,45.931,null,null,lightening,null
2022-08-06,39.819,45.847,null,null,lightening,null
2022-08-07,38.579,44.435,null,null,lightening,null
2022-08-08,39.864,45.782,null,null,lightening,null
2022-08-09,39.814,45.938,null,null,lightening,null
2022-08-10,39.853,45.792,null,null,lightening,null
2022-08-11,39.836,45.942,null,null,lightening,null
2022-08-12,39.852,45.975,null,null,lightening,null
2022-08-13,39.911,45.79,null,null,lightening,null
2022-08-14,39.848,45.964,null,null,lightening,null
2022-08-15,39.836,45.844,null,null,lightening,null
2022-08-16,39.885,46.083,null,null,lightening,null
2022-08-17,40.036,45.918,null,null,lightening,null
2022-08-18,39.079,44.377,null,null,lightening,null
2022-08-19,39.893,46.083,null,null,lightening,null
2022-08-20,39.88,46.107,null,null,lightening,null
2022-08-21,40.073,45.924,null,null,lightening,null
2022-08-22,39.877,46.122,null,null,lightening,null
2022-08-23,40.043,45.777,null,null,lightening,null
2022-08-24,39.882,46.137,null,null,lightening,null
2022-08-25,40.287,45.053,null,null,lightening,null
2022-08-12,40.016,46.528,null,null,lightening,null
2022-08-13,40.112,44.97,null,null,lightening,null
2022-08-14,40.209,45.021,null,null,lightening,null
2022-08-15,40.501,44.998,null,null,lightening,null
2022-08-16,40.361,45.081,null,null,lightening,null
2022-08-17,39.955,46.386,null,null,lightening,null
2022-08-18,40.723,44.151,null,null,lightening,null
2022-08-19,39.182,46.444,null,null,lightening,null
2022-08-20,41.063,43.995,null,null,lightening,null
2022-08-21,40.928,44.585,null,null,lightening,null
2022-08-22,40.989,44.626,null,null,lightening,null
2022-08-23,39.988,45.64,null,null,lightening,null
2022-08-24,40.014,45.75,null,null,lightening,null
2022-08-25,41.231,43.703,null,null,lightening,null
2022-08-26,40.006,45.742,null,null,lightening,null
2022-08-27,39.83,46.173,null,null,lightening,null
2022-08-28,40.011,45.627,null,null,lightening,null
2022-08-29,39.805,46.069,null,null,lightening,null
2022-08-30,39.143,45.693,null,null,lightening,null
2022-08-31,39.112,46.181,null,null,lightening,null
2022-09-01,40.481,45.17,null,null,lightening,null
2022-09-02,40.447,45.103,null,null,lightening,null
2022-09-03,40.481,45.134,null,null,lightening,null
2022-09-04,40.421,45.042,null,null,lightening,null
2022-09-05,40.496,45.169,null,null,lightening,null
2022-09-06,40.456,45.017,null,null,lightening,null
2022-09-07,40.478,45.075,null,null,lightening,null
2022-09-08,40.526,45.107,null,null,lightening,null
2022-09-09,40.494,45.009,null,null,lightening,null
2022-09-10,40.469,45.027,null,null,lightening,null
2022-09-11,40.54,45.101,null,null,lightening,null
2022-09-12,40.541,45.174,null,null,lightening,null
2022-09-13,40.51,45.086,null,null,lightening,null
2022-09-14,40.554,45.129,null,null,lightening,null
2022-09-15,41.452,43.399,null,null,lightening,null
2022-09-16,40.515,45.076,null,null,lightening,null
2022-09-17,40.498,45.122,null,null,lightening,null
2022-09-18,40.553,45.119,null,null,lightening,null
2022-09-19,40.647,45.196,null,null,lightening,null
2022-09-20,40.554,45.158,null,null,lightening,null
2022-09-21,40.564,45.133,null,null,lightening,null
2022-09-22,40.512,45.108,null,null,lightening,null
2022-09-23,40.53,45.176,null,null,lightening,null
2022-09-24,40.502,45.065,null,null,lightening,null
2022-09-25,40.5,45.118,null,null,lightening,null
2017-25-09,39.07881621,46.4985454,null,Սրաշեն չպաշտպանվող,hailstorm,null
2017-02-06,39.07881621,46.4985454,null,Սրաշեն չպաշտպանվող,hailstorm,null
2017-02-06,39.31083616,46.3747734,null,Վերին Խոտանան չպաշտպանվող,hailstorm,null
2017-29-06,39.42870594,46.37722081,null,Որոտան չպաշտպանվող,hailstorm,null
2017-01-06,39.42889407,46.3772119,null,Որոտան չպաշտպանվող,hailstorm,null
2017-01-06,39.49360492,46.49996472,null,Ներքին Խնձորեսկ չպաշտպանվող,hailstorm,null
2017-01-06,39.54724622,46.53006864,null,Կոռնիձոր չպաշտպանվող,hailstorm,null
2017-01-06,39.56730842,46.46639704,null,Արավուս  չպաշտպանվող,hailstorm,null
2017-01-06,39.55549366,46.47638941,null,Տեղ չպաշտպանվող,hailstorm,null
2017-01-06,39.51525689,46.42755302,null,Խնձորեսկ չպաշտպանվող,hailstorm,null
2017-01-06,39.5074038,46.34413402,null,Գորիս  չպաշտպանվող,hailstorm,null
2017-01-06,39.53566232,46.30604265,null,Ակներ չպաշտպանվող,hailstorm,null
2017-01-06,39.53039094,46.3161255,null,Վերիշեն չպաշտպանվող,hailstorm,null
2017-01-07,39.35449937,46.30700651,null,Աղվանի չպաշտպանվող,hailstorm,null
2017-01-08,39.37443747,46.25767663,null,Տանձատափ չպաշտպանվող,hailstorm,null
2017-01-09,39.36572179,46.21653467,null,Սվարանց  չպաշտպանվող,hailstorm,null
2017-01-10,39.40940062,46.1305004,null,Լոր  չպաշտպանվող,hailstorm,null
2017-01-11,39.44329303,46.03653074,null,Ախլաթյան չպաշտպանվող,hailstorm,null
2017-01-12,39.47686849,45.99364196,null,Աշոտավան չպաշտպանվող,hailstorm,null
2017-01-13,39.473746,46.03467735,null,Տոլորս  չպաշտպանվող,hailstorm,null
2017-01-14,39.43997994,46.12364303,null,Դարպաս չպաշտպանվող,hailstorm,null
2017-01-15,39.43996421,46.12353747,null,Դարբաս  չպաշտպանվող,hailstorm,null
2017-01-16,39.42491188,46.12578916,null,Գետաթաղ չպաշտպանվող,hailstorm,null
2017-01-17,39.44584077,46.15972584,null,Լծեն  չպաշտպանվող,hailstorm,null
2017-06-06,39.44587247,46.15970814,null,Լծեն չպաշտպանվող,hailstorm,null
2017-06-07,39.51436307,46.07914154,null,Աղիտու չպաշտպանվող,hailstorm,null
2017-06-08,39.50511121,46.11763791,null,Վաղատին  չպաշտպանվող,hailstorm,null
2017-06-09,39.50499699,46.11753026,null,Վաղատին չպաշտպանվող,hailstorm,null
2017-06-10,39.52234314,46.09489677,null,Նորավան չպաշտպանվող,hailstorm,null
2017-06-11,39.56987672,45.99837064,null,Շաքի չպաշտպանվող,hailstorm,null
2017-06-12,39.52417467,46.02715211,null,Սիսիան  չպաշտպանվող,hailstorm,null
2017-06-13,39.50465815,46.04826063,null,Ույծ չպաշտպանվող,hailstorm,null
2017-06-14,39.49702467,45.97083096,null,Բռնակոթ չպաշտպանվող,hailstorm,null
2017-06-15,39.53093612,45.90741888,null,Մուցք չպաշտպանվող,hailstorm,null
2017-06-16,39.56858846,45.90047185,null,Շաղատ չպաշտպանվող,hailstorm,null
2017-06-17,39.57061256,45.936587,null,Անգեղակոթ չպաշտպանվող,hailstorm,null
2017-06-18,39.55711927,45.93116065,null,Բալաք չպաշտպանվող,hailstorm,null
2017-06-19,39.6288477,45.571956,null,"Գոմք
չպաշտպանվող",hailstorm,null
2017-06-20,39.65088419,45.44085129,null,Ազատեկ չպաշտպանվող,hailstorm,null
2017-06-21,39.6457556,45.4716615,null,Փոռ չպաշտպանվող,hailstorm,null
2017-06-22,39.8928961,45.26694466,null,Քարագլուխ չպաշտպանվող,hailstorm,null
2017-06-23,40.13773561,45.42755474,null,Վարդենիկ չպաշտպանվող,hailstorm,null
2017-06-24,40.12149872,45.6174877,null,Մաքենիս չպաշտպանվող,hailstorm,null
2017-07-07,39.9000451,45.4847654,null,"Վարդահովիտ
չպաշտպանվող",hailstorm,null
2017-05-05,40.85373729,45.5775204,null,Չինարի չպաշտպանվող,hailstorm,null
2017-05-06,40.8538783,45.5775204,null,Չինարի չպաշտպանվող,hailstorm,null
2017-05-07,40.86213058,45.48752096,null,Չորաթան չպաշտպանվող,hailstorm,null
2017-05-08,40.84376216,45.4714491,null,Արծվաբերդ չպաշտպանվող,hailstorm,null
2017-05-09,40.8809229,45.4400353,null,Վերին Կարմիր Աղբյուր չպաշտպանվող,hailstorm,null
2017-05-10,40.88064112,45.44007915,null,Վերին Կարմիր Աղբյուր չպաշտպանվող,hailstorm,null
2017-05-11,40.98585076,45.36664751,null,Պառավաքար չպաշտպանվող,hailstorm,null
2017-05-12,41.03387731,45.14373305,null,Սարիգյուղ չպաշտպանվող,hailstorm,null
2017-05-13,40.89468377,45.13784346,null,Գետահովիտ չպաշտպանվող,hailstorm,null
2017-05-14,40.94149937,45.3291573,null,Վերին Ծաղկավան չպաշտպանվող,hailstorm,null
2017-05-15,40.9418143,45.32911651,null,Վերին Ծաղկավան չպաշտպանվող,hailstorm,null
2017-05-16,40.96266784,45.3505601,null,Վարագավան (Հախում) չպաշտպանվող,hailstorm,null
2017-05-17,40.90467653,45.3500995,null,Չինչին չպաշտպանվող,hailstorm,null
2017-05-18,40.90457679,45.3500995,null,Չինչին չպաշտպանվող,hailstorm,null
2017-05-19,40.88343846,45.3923909,null,Բերդ չպաշտպանվող,hailstorm,null
2017-05-20,40.86792116,45.33920676,null,Նավուր չպաշտպանվող,hailstorm,null
2017-06-06,40.16241825,45.7927853,null,Շատջրեք չպաշտպանվող,hailstorm,null
2017-06-07,40.17868378,45.22431627,null,Ծակքար չպաշտպանվող,hailstorm,null
2017-06-08,40.17610428,44.49910291,null,Երևան չպաշտպանվող,hailstorm,null
2017-06-09,40.18232337,44.51661716,null,ք.Երևան չպաշտպանվող,hailstorm,null
2017-07-12,40.32784651,44.3717601,null,"Կարբի
պաշտպանվող",hailstorm,null
2017-07-13,40.3486292,44.3871762,null,"Օհանավան
պաշտպանվող",hailstorm,null
2017-07-14,40.3822981,44.3945694,null,"Սաղմոսավան 
պաշտպանվող",hailstorm,null
2017-07-15,40.3860848,44.3814118,null,"Արտաշավան 
պաշտպանվող",hailstorm,null
2017-07-16,40.38592593,44.38140278,null,Արտաշավան պաշտպանվող,hailstorm,null
2017-07-17,40.4013375,44.54375993,null,"Արագյուղ
չպաշտպանվող",hailstorm,null
2017-09-24,40.40097176,44.54369658,null,Արագյուղ չպաշտպանվող,hailstorm,null
2017-09-25,40.42452872,44.58022451,null,Թեղենիք չպաշտպանվող,hailstorm,null
2017-09-26,40.40899182,44.58046038,null,Քարաշամբ չպաշտպանվող,hailstorm,null
2017-09-27,40.39341094,44.61202256,null,Կարենիս չպաշտպանվող,hailstorm,null
2017-09-28,40.36975619,44.59569865,null,Արգել պաշտպանվող,hailstorm,null
2017-09-29,40.37055551,44.5964855,null,Արգել չպաշտպանվող-գյուղապետ- Հովակիմյան,hailstorm,null
2017-09-30,40.34522356,44.60190439,null,Նուռնուս չպաշտպանվող,hailstorm,null
2017-10-01,40.45297266,44.64809437,null,Բջնի չպաշտպանվող,hailstorm,null
2017-10-02,40.44997267,44.60112936,null,Արզական չպաշտպանվող,hailstorm,null
2017-09-09,40.45249476,44.52209333,null,Բուժական չպաշտպանվող,hailstorm,null
2017-06-06,40.45552191,44.37515179,null,Արայի չպաշտպանվող,hailstorm,null
2017-06-07,40.4721819,44.3644083,null,Վարդենուտ չպաշտպանվող,hailstorm,null
2017-06-08,40.48838561,44.35446281,null,Արագած չպաշտպանվող,hailstorm,null
2017-06-09,40.50345133,44.35342848,null,Ծաղկաշեն չպաշտպանվող,hailstorm,null
2017-06-10,40.53278054,44.46345187,null,Եղիպատրուշ չպաշտպանվող,hailstorm,null
2017-06-11,40.5922068,44.3574379,null,"Ք. Ապարան
չպաշտպանվող",hailstorm,null
2017-06-12,40.56790591,44.81573464,null,Դդմաշեն չպաշտպանվող,hailstorm,null
2017-06-13,40.54476495,44.757806,null,Ջրառատ չպաշտպանվող,hailstorm,null
2017-06-14,41.11059938,45.05338262,null,Բաղանիս չպաշտպանվող,hailstorm,null
2017-06-15,41.13061296,45.01070775,null,Ջուջևան չպաշտպանվող,hailstorm,null
2017-06-16,41.11000693,44.8507752,null,Թեղուտ չպաշտպանվող,hailstorm,null
2017-06-17,41.16612376,44.82125981,null,Մեծ Այրում պաշտպանվող,hailstorm,null
2017-06-18,41.22682753,44.8610667,null,Պտղավան պաշտպանվող,hailstorm,null
2017-06-19,41.23940412,44.82376599,null,Բագրատաշեն պաշտպանվող,hailstorm,null
2017-06-20,41.23963715,44.82376599,null,Բագրատաշեն պաշտպանվող,hailstorm,null
2017-06-21,41.24013604,44.8236088,null,Բագրատաշեն պաշտպանվող,hailstorm,null
2017-06-22,41.17648957,44.83458226,null,Ճոճկան պաշտպանվող,hailstorm,null
2017-06-23,41.07479508,44.74976375,null,Ծաղկաշատ չպաշտպանվող,hailstorm,null
2017-06-24,41.07486444,44.74972,null,Ծաղկաշատ չպաշտպանվող,hailstorm,null
2017-06-25,40.9730988,44.68840907,null,Քարինջ չպաշտպանվող,hailstorm,null
2017-06-26,40.9718731,44.6281169,null,Ծաթեր պաշտպանվող,hailstorm,null
2017-06-27,41.12271448,44.34936884,null,Մեդովկա պաշտպանվող,hailstorm,null
2017-06-28,40.83772318,44.42332036,null,Դարպաս չպաշտպանվող,hailstorm,null
2017-06-29,40.9601296,44.6494609,null,Դսեղ չպաշտպանվող,hailstorm,null
2017-06-30,40.95484276,44.7079173,null,Մարց չպաշտպանվող,hailstorm,null
2017-07-01,40.88354254,44.58892234,null,Վահագնաձոր չպաշտպանվող,hailstorm,null
2017-07-02,40.80739899,44.4970268,null,Ք. Վանաձոր չպաշտպանվող,hailstorm,null
2017-07-03,40.80613919,44.49737719,null,Վանաձոր չպաշտպանվող,hailstorm,null
2017-07-04,40.82620136,44.33815503,null,Ղուրսալի չպաշտպանվող,hailstorm,null
2017-07-05,40.82970999,44.27987587,null,Սպիտակ չպաշտպանվող,hailstorm,null
2017-07-06,40.7946632,44.27828269,null,Լեռնանցք չպաշտպանվող,hailstorm,null
2017-07-07,40.77234144,44.22234711,null,Սարամեջ չպաշտպանվող,hailstorm,null
2017-07-08,40.851886,44.27427884,null,Արևաշող չպաշտպանվող,hailstorm,null
2017-07-09,40.85676113,43.75480054,null,Վահրամաբերդ պաշտպանվող,hailstorm,null
2017-05-09,40.91844331,43.71674805,null,Գտաշեն չպաշտպանվող,hailstorm,null
2017-05-10,40.92864535,43.74906225,null,Արեգնադեմ չպաշտպանվող,hailstorm,null
2017-05-11,40.94606155,43.78016856,null,Ամասիա չպաշտպանվող,hailstorm,null
2017-05-12,40.91536946,43.90163194,null,Արփենի չպաշտպանվող,hailstorm,null
2017-05-13,40.89277296,43.87844444,null,Փոքրաշեն չպաշտպանվող,hailstorm,null
2017-05-14,40.7211431,43.83267969,null,Ազատան պաշտպանվող,hailstorm,null
2017-05-15,40.72096393,43.83254115,null,Ազատան պաշտպանվող,hailstorm,null
2017-05-16,40.82549105,43.7345475,null,Ողջի չպաշտպանվող,hailstorm,null
2017-05-17,40.6532128,43.7500435,null,"Բայանդուր
պաշտպանվող",hailstorm,null
2017-05-18,40.6532128,43.7500435,null,"Շիրակավան
պաշտպանվող",hailstorm,null
2017-05-19,40.4630705,43.7291826,null,"Սուսեր
չպաշտպանվող",hailstorm,null
2017-05-20,40.47939051,43.78123645,null,"Զարինջա
չպաշտպանվող",hailstorm,null
2017-05-21,40.46616189,43.76322672,null,"Ցամաքասար
չպաշտպանվող",hailstorm,null
2017-05-22,40.5064964,43.8645873,null,"Լանջիկ
չպաշտպանվող",hailstorm,null
2017-05-23,40.5084874,43.8198561,null,"Ձիթհանքով
չպաշտպանվող",hailstorm,null
2017-05-24,40.5252864,43.9114285,null,"Սառնաղբյուր
չպաշտպանվող",hailstorm,null
2017-06-02,40.6524905,44.1086799,null,Գեղադիր չպաշտպանվող,hailstorm,null
2017-06-03,40.3663514,44.060755,null,"Արևուտ
չպաշտպանվող",hailstorm,null
2017-06-04,40.33193703,44.0706944,null,Ագարակավան չպաշտպանվող,hailstorm,null
2017-06-05,40.3507407,44.0519223,null,Կաքավաձոր չպաշտպանվող,hailstorm,null
2017-06-06,40.35588556,44.0754165,null,Դիան չպաշտպանվող,hailstorm,null
2017-06-07,40.30094465,44.28323761,null,Ագարակ (Թալին) չպաշտպանվող,hailstorm,null
2017-06-08,40.3013289,44.2831938,null,"Ագարակ
պաշտպանվող",hailstorm,null
2017-06-09,40.31134531,44.2517551,null,"Աղձք
պաշտպանվող",hailstorm,null
2017-06-10,40.2955229,44.2100499,null,Ուջան պաշտպանվող,hailstorm,null
2017-06-11,40.23140155,44.24776682,null,"Աղավնատուն
չպաշտպանվող",hailstorm,null
2017-06-12,40.23094999,44.2477669,null,Աղավնատուն պաշտպանվող,hailstorm,null
2017-06-13,40.27797698,44.26788844,null,"Ոսկեհատ
պաշտպանվող",hailstorm,null
2017-06-14,40.28076164,44.29386251,null,"Ոսկեվազ
պաշտպանվող",hailstorm,null
2017-06-15,40.25841773,44.2629824,null,Լեռնամերձ պաշտպանվող,hailstorm,null
2017-06-16,40.24178398,44.2710995,null,Ամբերդ պաշտպանվող,hailstorm,null
2017-06-17,40.2213038,44.271441,null,Դողս չպաշտպանվող,hailstorm,null
2017-06-18,40.20057822,44.27697944,null,Մրգաստան չպաշտպանվող,hailstorm,null
2017-06-19,40.2134638,44.29765162,null,Շահումյանի թռչնաֆաբրիկա չպաշտպանվող,hailstorm,null
2017-06-20,40.22525555,44.3000996,null,Դաշտ պաշտպանվող,hailstorm,null
2017-06-21,40.21681489,44.2323456,null,Արագած պաշտպանվող,hailstorm,null
2017-06-22,40.21709889,44.23234724,null,"Արագած
չպաշտպանվող",hailstorm,null
2017-06-23,40.27582977,44.1005848,null,Շամիրամ չպաշտպանվող,hailstorm,null
2017-06-24,40.27565152,44.10070824,null,Շամիրամ չպաշտպանվող,hailstorm,null
2017-06-25,40.2864761,44.0794576,null,Արուճ չպաշտպանվող,hailstorm,null
2017-06-26,40.28605813,44.0794576,null,Արուճ չպաշտպանվող,hailstorm,null
2017-06-27,40.28569873,44.07964288,null,Արուճ չպաշտպանվող,hailstorm,null
2017-06-28,40.2395808,43.8714444,null,Լեռնագոգ պաշտպանվող,hailstorm,null
2017-06-29,40.24015738,43.80937324,null,Քարակերտ պաշտպանվող,hailstorm,null
2017-06-30,40.23989075,43.80963637,null,Քարակերտ պաշտպանվող,hailstorm,null
2017-07-01,40.29092001,43.82696129,null,Լուսակն պաշտպանվող,hailstorm,null
2017-07-02,40.3414898,43.826948,null,"Դդմասար
չպաշտպանվող",hailstorm,null
2017-07-03,40.3457903,43.8582555,null,"Դաշտադեմ
չպաշտպանվող",hailstorm,null
2017-07-04,40.2980046,43.765332,null,"Արտենի
պաշտպանվող",hailstorm,null
2017-07-05,40.2980046,43.765332,null,Արտենի պաշտպանվող,hailstorm,null
2017-07-06,40.3836392,43.6187863,null,"Գետափ
չպաշտպանվող",hailstorm,null
2017-07-07,40.31934277,43.65991617,null,Արագածավան պաշտպանվող,hailstorm,null
2017-07-08,40.3196601,43.6600476,null,"Արագածավան
պաշտպանվող",hailstorm,null
2017-07-09,40.27292736,43.7398671,null,Արգինա պաշտպանվող,hailstorm,null
2017-07-10,40.27311145,43.73982648,null,Արգինա պաշտպանվող,hailstorm,null
2017-07-11,40.27312999,43.73988761,null,Արգինա պաշտպամվող,hailstorm,null
2017-07-12,40.07238409,44.05785409,null,Այգեշատ (Վաղարշապատ) պաշտպանվող,hailstorm,null
2017-07-13,40.1099342,44.1821217,null,"Արտաշար
չպաշտպանվող",hailstorm,null
2017-24-09,40.10757588,44.67183825,null,Բանավան չպաշտպանվող,hailstorm,null
2018-12-06,39.62854535,45.57196691,null,Գոմք չպաշտպանվող  ՀՀ ԱԻՆ 911,hailstorm,null
2018-11-06,39.65701216,45.61364508,null,Արտավան չպաշտպանվող,hailstorm,null
2018-21-05,39.68959615,45.46543356,null,ք.Վայք չպաշտպանվող,hailstorm,null
2018-02-06,39.73714945,45.39260432,null,Մալիշկա   (911) չպաշտպանվող,hailstorm,null
2018-11-06,39.73710508,45.39255942,null,Մալիշկա չպաշտպանվող,hailstorm,null
2018-02-06,39.81545001,45.53039641,null,Կարմրաշեն չպաշտպանվող,hailstorm,null
2018-11-06,39.77587065,45.22755732,null,Աղավնաձոր չպաշտպանվող,hailstorm,null
2018-11-06,39.72263661,45.18587673,null,Արենի չպաշտպանվող,hailstorm,null
2018-11-06,39.8027034,45.10913918,null,Ելփին չպաշտպանվող,hailstorm,null
2018-11-07,39.79887007,44.77241865,null,Սուրենավան պաշտպանվող,hailstorm,null
2018-11-08,39.76570155,44.80868415,null,Արմաշ պաշտպանվող,hailstorm,null
2018-11-09,39.7381137,44.83485241,null,Երասխ պաշտպանվող,hailstorm,null
2018-11-10,39.92125004,44.82361223,null,Ուրցաձոր չպաշտպանվող,hailstorm,null
2018-11-11,39.87307793,44.95080831,null,Լանջանիստ չպաշտպանվող,hailstorm,null
2018-11-12,39.85239971,44.97680298,null,Լուսաշող չպաշտպանվող,hailstorm,null
2018-11-13,40.24193488,44.6769488,null,Արագած չպաշտպանվող,hailstorm,null
2018-11-14,40.32431582,45.11000124,null,Գանձակ չպաշտպանվող,hailstorm,null
2018-11-15,40.32208999,45.12938197,null,ք.Գավառ չպաշտպանվող,hailstorm,null
2018-11-16,40.29269871,45.13605854,null,Սարուխան չպաշտպանվող,hailstorm,null
2018-11-17,40.11740078,45.35372345,null,Աստղաձոր չպաշտպանվող,hailstorm,null
2018-11-18,40.12235234,45.37524021,null,Զոլաքար չպաշտպանվող,hailstorm,null
2018-11-19,41.20295996,44.99974972,null,Դեբեդավան չպաշտպանվող,hailstorm,null
2018-11-20,41.17638821,44.90652447,null,Լճկաձոր չպաշտպանվող,hailstorm,null
2018-11-21,41.22642151,44.86109672,null,Պտղավան պաշտպանվող,hailstorm,null
2018-11-22,41.23992261,44.82363075,null,Բագրատաշեն չպաշտպանվող,hailstorm,null
2018-11-23,41.23972519,44.82354323,null,Բագրատաշեն պաշտպանվող,hailstorm,null
2018-11-24,41.00073796,44.65444579,null,ք.Թումանյան չպաշտպանվող,hailstorm,null
2018-10-09,40.9595682,44.64957022,null,Դսեղ չպաշտպանվող,hailstorm,null
2018-10-09,40.97039601,44.68662877,null,Քարինջ չպաշտպանվող,hailstorm,null
2018-10-09,40.9473514,44.70759252,null,Մարց չպաշտպանվող,hailstorm,null
2018-01-06,40.53256158,44.7693859,null,ք. Հրազդան չպաշտպանվող,hailstorm,null
2018-01-06,40.53076428,44.71602193,null,ք. Ծաղկաձոր չպաշտպանվող,hailstorm,null
2018-18-08,40.58714294,44.35701714,null,ք. Ապարան չպաշտպանվող,hailstorm,null
2018-23-06,40.59121003,44.35748162,null,Ապարան չպաշտպանվող,hailstorm,null
2018-04-05,40.66447362,44.35116175,null,Մելիք չպաշտպանվող,hailstorm,null
2018-09-08,40.66473933,44.35116173,null,Մելիք գյուղ չպաշտպանվող,hailstorm,null
2018-15-06,40.71834154,44.20501706,null,Ծիլքար չպաշտպանվող,hailstorm,null
2018-15-06,40.70547237,44.21585743,null,Գեղարոտ չպաշտպանվող,hailstorm,null
2018-10-09,40.96211611,44.57989892,null,Մղարթ պաշտպանվող,hailstorm,null
2018-10-09,40.97160888,44.62812783,null,Ծաթեր պաշտպանվող,hailstorm,null
2018-10-09,40.97248454,44.60944049,null,Արևածագ պաշտպանվող,hailstorm,null
2018-10-09,41.01243813,44.62501487,null,Այգեհատ պաշտպանվող,hailstorm,null
2018-10-09,41.01486172,44.5985128,null,Արդվի չպաշտպանվող,hailstorm,null
2018-04-08,41.067097,44.39315471,null,ՈՒռուտ չպաշտպանվող,hailstorm,null
2018-05-09,41.11491018,44.28573432,null,Տաշիր չպաշտպանվող,hailstorm,null
2018-05-08,41.19517135,44.3807026,null,Սարչապետ չպաշտպանվող,hailstorm,null
2018-05-08,41.20861173,44.36707377,null,Արծնի չպաշտպանվող,hailstorm,null
2018-05-08,41.20282527,44.31601897,null,Գոգավան չպաշտպանվող,hailstorm,null
2018-10-06,41.16465668,44.27964734,null,Միխայլովկա չպաշտպանվող,hailstorm,null
2018-15-05,41.16424056,44.27971394,null,Միխայելովկա պաշտպանվող,hailstorm,null
2018-05-09,41.20538564,44.23091635,null,Մեծավան չպաշտպանվող,hailstorm,null
2018-12-06,40.88314669,43.94757684,null,Մեծ Սարիար չպաշտպանվող Շիրակի մարզպետարան,hailstorm,null
2018-12-07,41.04689189,43.82325902,null,Մեծ Սեպասար չպաշտպանվող,hailstorm,null
2018-12-08,41.11729554,43.80861005,null,Բավրա չպաշտպանվող,hailstorm,null
2018-12-09,40.9474671,43.85850398,null,Ցողամարգ չպաշտպանվող,hailstorm,null
2018-15-06,40.94401328,43.81202535,null,Շիրակ չպաշտպանվող,hailstorm,null
2018-05-09,40.97008442,43.81271645,null,Հովտուն չպաշտպանվող,hailstorm,null
2018-05-09,40.95669822,43.78396264,null,Ամասիա չպաշտպանվող,hailstorm,null
2018-05-09,40.95889022,43.81031988,null,Բանդիվան չպաշտպանվող,hailstorm,null
2018-07-06,40.90779381,43.83876137,null,ք. Գյումրի չպաշտպանվող,hailstorm,null
2018-20-06,40.93050018,43.87490774,null,Թորոսգյուղ չպաշտպանվող,hailstorm,null
2018-23-09,40.86373433,43.84435822,null,Քեթի չպաշտպանվող,hailstorm,null
2018-12-06,40.84457276,43.87701861,null,Հացիկ պաշտպանվող Շիրակի մարզպետարան,hailstorm,null
2018-15-06,40.84626157,43.8742271,null,Հացիկ պաշտպանվող,hailstorm,null
2018-12-06,40.8448302,43.83468347,null,Մայիսյան պաշտպանվող - Շիրակի մարզպետարան,hailstorm,null
2018-15-06,40.84410454,43.83449182,null,Մայիսյան պաշտպանվող,hailstorm,null
2018-12-06,40.87060453,43.80211271,null,Հովունի չպաշտպանվող Շիրակի մարզպետարան,hailstorm,null
2018-22-05,40.87050513,43.80220028,null,Հովունի չպաշտպանվող,hailstorm,null
2018-22-05,40.85664742,43.75480522,null,Վաhրամաբերդ չպաշտպանվող,hailstorm,null
