time,latitude,longitude,mag,place,type,satellite
2021-226T11:59:43.6444Z[Aug14],40.632,44.4,null,null,lightening,null
2021-226T11:59:44.4122Z[Aug14],39.335,44.029,null,null,lightening,null
2021-226T11:59:48.6734Z[Aug14],41.475,43.949,null,null,lightening,null
2021-226T11:59:48.8327Z[Aug14],40.591,44.364,null,null,lightening,null
2021-226T11:59:49.9020Z[Aug14],40.413,45.179,null,null,lightening,null
2021-226T11:59:56.2701Z[Aug14],40.397,45.538,null,null,lightening,null
2021-226T12:00:01.7705Z[Aug14],40.426,45.196,null,null,lightening,null
2021-226T12:00:04.3136Z[Aug14],40.2,45.478,null,null,lightening,null
2021-226T12:00:05.5919Z[Aug14],39.236,44.111,null,null,lightening,null
2021-226T12:00:09.3549Z[Aug14],40.506,45.156,null,null,lightening,null
2021-226T12:00:15.8584Z[Aug14],40.421,45.561,null,null,lightening,null
2021-226T12:00:24.3682Z[Aug14],39.303,44.106,null,null,lightening,null
2021-226T12:00:26.2466Z[Aug14],39.049,44.125,null,null,lightening,null
2021-228T12:01:15.0876Z[Aug16],39.343,43.776,null,null,lightening,null
2021-232T03:58:40.1304Z[Aug20],41.449,45.24,null,null,lightening,null
2021-232T03:59:18.1102Z[Aug20],41.442,45.251,null,null,lightening,null
2021-233T09:41:21.6310Z[Aug21],39.362,43.766,null,null,lightening,null
2021-233T09:41:22.5656Z[Aug21],40.053,45.069,null,null,lightening,null
2021-233T09:41:23.9480Z[Aug21],40.676,44.411,null,null,lightening,null
2021-233T09:41:31.9119Z[Aug21],40.045,45.149,null,null,lightening,null
2021-233T09:41:33.9485Z[Aug21],39.288,45.825,null,null,lightening,null
2021-233T09:41:35.9628Z[Aug21],39.113,43.965,null,null,lightening,null
2021-233T09:41:39.6940Z[Aug21],39.61,43.678,null,null,lightening,null
2021-233T09:41:46.0605Z[Aug21],38.85,43.698,null,null,lightening,null
2021-233T09:41:48.7353Z[Aug21],38.921,43.658,null,null,lightening,null
2021-233T09:41:58.3304Z[Aug21],40.562,44.175,null,null,lightening,null
2021-233T09:42:07.5732Z[Aug21],40.019,45.138,null,null,lightening,null
2021-233T09:42:17.1928Z[Aug21],39.976,45.237,null,null,lightening,null
2021-233T09:42:22.5962Z[Aug21],40.68,44.412,null,null,lightening,null
2021-233T09:42:29.4571Z[Aug21],40.07,45.154,null,null,lightening,null
2021-233T09:42:36.2081Z[Aug21],39.173,43.971,null,null,lightening,null
2021-233T09:42:36.5121Z[Aug21],39.097,43.955,null,null,lightening,null
2021-234T08:55:12.3014Z[Aug22],39.435,43.859,null,null,lightening,null
2021-237T01:40:22.2937Z[Aug25],41.116,45.183,null,null,lightening,null
2021-237T01:40:41.8443Z[Aug25],41.183,45.305,null,null,lightening,null
2021-237T01:41:09.3871Z[Aug25],41.057,45.409,null,null,lightening,null
2021-237T01:41:27.1156Z[Aug25],41.031,45.045,null,null,lightening,null
2021-256T18:03:28.7364Z[Sep13],40.58,45.401,null,null,lightening,null
2021-256T18:03:28.8153Z[Sep13],40.62,45.53,null,null,lightening,null
2021-256T18:03:32.1187Z[Sep13],40.613,45.455,null,null,lightening,null
2021-256T18:03:35.6331Z[Sep13],40.643,45.498,null,null,lightening,null
2021-256T18:03:36.7159Z[Sep13],40.611,45.488,null,null,lightening,null
2021-256T18:03:38.7475Z[Sep13],40.734,45.539,null,null,lightening,null
2021-256T18:03:38.9409Z[Sep13],40.808,45.499,null,null,lightening,null
2021-256T18:03:39.3027Z[Sep13],40.561,45.473,null,null,lightening,null
2021-256T18:03:41.7429Z[Sep13],40.638,45.519,null,null,lightening,null
2021-256T18:03:43.2233Z[Sep13],40.676,45.538,null,null,lightening,null
2021-256T18:03:44.8186Z[Sep13],40.631,45.509,null,null,lightening,null
2021-256T18:03:47.1337Z[Sep13],40.606,45.45,null,null,lightening,null
2021-256T18:03:51.5738Z[Sep13],40.638,45.535,null,null,lightening,null
2021-256T18:03:53.8765Z[Sep13],40.634,45.545,null,null,lightening,null
2021-256T18:03:54.0483Z[Sep13],40.585,45.456,null,null,lightening,null
2021-256T18:03:55.6578Z[Sep13],40.628,45.508,null,null,lightening,null
2021-256T18:03:58.2753Z[Sep13],40.629,45.538,null,null,lightening,null
2021-256T18:04:00.3611Z[Sep13],40.62,45.526,null,null,lightening,null
2021-256T18:04:04.1871Z[Sep13],40.646,45.556,null,null,lightening,null
2021-256T18:04:06.5453Z[Sep13],40.67,45.471,null,null,lightening,null
2021-256T18:04:11.4983Z[Sep13],40.61,45.5,null,null,lightening,null
2021-256T18:04:14.1320Z[Sep13],40.587,45.53,null,null,lightening,null
2021-256T18:04:15.2349Z[Sep13],40.54,45.544,null,null,lightening,null
2021-256T18:04:17.5498Z[Sep13],40.611,45.515,null,null,lightening,null
2021-256T18:04:18.9358Z[Sep13],40.657,45.555,null,null,lightening,null
2021-256T18:04:22.3230Z[Sep13],40.614,45.508,null,null,lightening,null
2021-256T18:04:23.9812Z[Sep13],40.584,45.46,null,null,lightening,null
2021-256T18:04:25.5028Z[Sep13],40.624,45.556,null,null,lightening,null
2021-256T18:04:29.8624Z[Sep13],40.614,45.57,null,null,lightening,null
2021-256T18:04:30.2744Z[Sep13],40.624,45.534,null,null,lightening,null
2021-256T18:04:34.0110Z[Sep13],40.631,45.556,null,null,lightening,null
2021-256T18:04:34.0823Z[Sep13],40.575,45.477,null,null,lightening,null
2021-256T18:04:34.4833Z[Sep13],40.73,44.103,null,null,lightening,null
2021-256T18:04:36.1254Z[Sep13],40.613,45.476,null,null,lightening,null
2021-256T18:04:39.2404Z[Sep13],40.639,45.561,null,null,lightening,null
2021-256T18:04:42.4688Z[Sep13],40.637,45.588,null,null,lightening,null
2021-256T18:04:45.6884Z[Sep13],40.626,45.526,null,null,lightening,null
2021-256T18:04:46.8164Z[Sep13],40.581,45.487,null,null,lightening,null
2021-256T18:04:50.9594Z[Sep13],40.58,45.538,null,null,lightening,null
2021-256T18:04:51.3389Z[Sep13],40.7,45.586,null,null,lightening,null
2021-256T18:04:58.8175Z[Sep13],40.6,45.496,null,null,lightening,null
2021-256T18:05:01.1721Z[Sep13],40.617,45.528,null,null,lightening,null
2021-256T18:05:03.9403Z[Sep13],40.55,45.48,null,null,lightening,null
2021-256T18:05:05.1770Z[Sep13],40.612,45.602,null,null,lightening,null
2021-256T18:05:07.2789Z[Sep13],40.618,45.508,null,null,lightening,null
2021-265T14:15:03.1657Z[Sep22],40.981,43.648,null,null,lightening,null
2021-265T14:15:07.7368Z[Sep22],41.365,43.839,null,null,lightening,null
2021-265T14:15:16.3738Z[Sep22],41.001,43.653,null,null,lightening,null
2021-265T14:15:21.3218Z[Sep22],41.088,43.734,null,null,lightening,null
2021-265T14:15:22.0289Z[Sep22],41.034,43.698,null,null,lightening,null
2021-265T14:15:24.0931Z[Sep22],41.456,43.775,null,null,lightening,null
2021-265T14:15:25.8082Z[Sep22],40.8,43.765,null,null,lightening,null
2021-265T14:15:42.8905Z[Sep22],40.988,43.631,null,null,lightening,null
2021-265T14:15:46.5290Z[Sep22],40.9,43.709,null,null,lightening,null
2021-265T14:16:04.7094Z[Sep22],38.712,44.566,null,null,lightening,null
2021-265T14:16:32.5416Z[Sep22],41.476,43.776,null,null,lightening,null
2021-265T14:16:46.6114Z[Sep22],41.453,43.654,null,null,lightening,null
2021-265T20:46:02.9003Z[Sep22],40.708,45.495,null,null,lightening,null
2021-266T19:58:28.9417Z[Sep23],40.569,44.2,null,null,lightening,null
2021-266T19:59:34.0048Z[Sep23],40.538,44.22,null,null,lightening,null
2021-273T11:10:54.8154Z[Sep30],38.822,44.393,null,null,lightening,null
2021-273T11:10:58.3745Z[Sep30],39.665,43.741,null,null,lightening,null
2021-273T11:11:50.1311Z[Sep30],39.677,43.695,null,null,lightening,null
2021-273T11:12:14.1499Z[Sep30],39.689,43.671,null,null,lightening,null
2021-273T17:41:12.5979Z[Sep30],40.45,43.884,null,null,lightening,null
2021-273T17:41:17.5485Z[Sep30],38.954,44.333,null,null,lightening,null
2021-273T17:41:26.8467Z[Sep30],39.364,45.915,null,null,lightening,null
2021-273T17:41:51.3544Z[Sep30],40.573,44.847,null,null,lightening,null
2021-273T17:41:54.2653Z[Sep30],39.342,45.894,null,null,lightening,null
2021-273T17:42:15.9525Z[Sep30],40.517,44.048,null,null,lightening,null
2021-273T17:42:17.4761Z[Sep30],40.543,44.794,null,null,lightening,null
2021-273T17:42:17.9499Z[Sep30],40.537,44.794,null,null,lightening,null
2021-273T17:42:30.0084Z[Sep30],39.314,45.908,null,null,lightening,null
2021-273T17:42:43.8732Z[Sep30],39.308,45.937,null,null,lightening,null
2021-273T17:42:51.3528Z[Sep30],39.336,45.905,null,null,lightening,null
2021-273T17:42:59.8614Z[Sep30],39.315,45.79,null,null,lightening,null
2021-273T17:42:59.8830Z[Sep30],39.352,45.727,null,null,lightening,null
2021-273T17:43:05.0227Z[Sep30],39.298,45.902,null,null,lightening,null
2021-276T10:25:44.8452Z[Oct03],39.265,44.226,null,null,lightening,null
2021-276T10:26:00.6042Z[Oct03],39.273,44.159,null,null,lightening,null
2021-276T10:27:01.1058Z[Oct03],39.282,44.226,null,null,lightening,null
2021-288T05:49:01.9062Z[Oct15],39.826,43.502,null,null,lightening,null
2021-292T10:46:54.6105Z[Oct19],38.849,44.94,null,null,lightening,null
2021-292T10:47:21.1471Z[Oct19],38.834,44.945,null,null,lightening,null
2020-039T08:53:34.7328Z[Feb08],40.251,45.031,null,null,lightening,null
2020-078T17:16:16.4236Z[Mar18],38.614,45.717,null,null,lightening,null
2020-078T17:16:16.6171Z[Mar18],38.71,45.69,null,null,lightening,null
2020-090T12:37:51.7509Z[Mar30],39.079,45.62,null,null,lightening,null
2020-090T12:37:52.6317Z[Mar30],39.163,45.641,null,null,lightening,null
2020-090T12:38:09.9277Z[Mar30],39.798,44.981,null,null,lightening,null
2020-094T11:05:47.7375Z[Apr03],41.126,44.478,null,null,lightening,null
2020-110T11:27:13.7257Z[Apr19],40.107,43.663,null,null,lightening,null
2020-110T11:28:03.5594Z[Apr19],39.953,43.591,null,null,lightening,null
2020-110T11:28:19.0018Z[Apr19],40.122,43.88,null,null,lightening,null
2020-111T10:39:22.6041Z[Apr20],40.862,43.776,null,null,lightening,null
2020-111T10:39:37.6578Z[Apr20],40.614,43.527,null,null,lightening,null
2020-111T10:39:43.5581Z[Apr20],39.605,43.876,null,null,lightening,null
2020-111T10:39:50.2236Z[Apr20],40.861,43.926,null,null,lightening,null
2020-111T10:40:00.7677Z[Apr20],41.365,43.773,null,null,lightening,null
2020-111T10:40:01.3264Z[Apr20],40.904,44.968,null,null,lightening,null
2020-111T10:40:09.6160Z[Apr20],40.846,43.823,null,null,lightening,null
2020-111T10:40:10.0170Z[Apr20],39.597,43.89,null,null,lightening,null
2020-111T10:40:24.1231Z[Apr20],40.84,43.941,null,null,lightening,null
2020-111T10:40:36.8115Z[Apr20],39.597,43.921,null,null,lightening,null
2020-111T10:40:46.4921Z[Apr20],38.675,44.988,null,null,lightening,null
2020-111T10:40:51.9985Z[Apr20],39.688,43.881,null,null,lightening,null
2020-114T09:53:23.6462Z[Apr23],38.678,45.056,null,null,lightening,null
2020-114T09:53:24.6236Z[Apr23],39.032,44.976,null,null,lightening,null
2020-114T09:53:32.0560Z[Apr23],38.95,44.913,null,null,lightening,null
2020-114T09:53:36.6669Z[Apr23],38.611,45.38,null,null,lightening,null
2020-114T09:53:43.0094Z[Apr23],38.584,45.32,null,null,lightening,null
2020-114T09:53:48.0772Z[Apr23],38.719,45.175,null,null,lightening,null
2020-114T09:53:57.9389Z[Apr23],38.594,45.448,null,null,lightening,null
2020-114T09:54:13.9023Z[Apr23],38.717,45.198,null,null,lightening,null
2020-114T09:54:20.8356Z[Apr23],38.607,45.486,null,null,lightening,null
2020-114T09:54:26.4019Z[Apr23],38.76,45.198,null,null,lightening,null
2020-114T09:54:39.1568Z[Apr23],39.057,45.061,null,null,lightening,null
2020-114T09:54:41.5723Z[Apr23],38.647,45.412,null,null,lightening,null
2020-114T09:54:55.1678Z[Apr23],38.817,45.194,null,null,lightening,null
2020-119T07:31:13.4149Z[Apr28],39.618,44.177,null,null,lightening,null
2020-119T07:31:51.9564Z[Apr28],39.875,45.74,null,null,lightening,null
2020-119T07:32:10.9417Z[Apr28],40.392,44.322,null,null,lightening,null
2020-119T07:32:11.0025Z[Apr28],39.603,44.245,null,null,lightening,null
2020-119T07:32:11.3035Z[Apr28],40.434,44.423,null,null,lightening,null
2020-119T07:32:27.4985Z[Apr28],39.577,44.231,null,null,lightening,null
2020-126T21:52:33.6349Z[May05],39.966,43.576,null,null,lightening,null
2020-126T21:52:43.0516Z[May05],39.94,43.568,null,null,lightening,null
2020-126T21:52:43.6210Z[May05],39.865,43.635,null,null,lightening,null
2020-126T21:52:57.5245Z[May05],39.941,43.577,null,null,lightening,null
2020-126T21:53:04.1866Z[May05],39.859,43.604,null,null,lightening,null
2020-126T21:53:27.3508Z[May05],39.866,43.622,null,null,lightening,null
2020-126T21:53:33.6676Z[May05],39.943,43.582,null,null,lightening,null
2020-126T21:53:37.8297Z[May05],39.834,43.571,null,null,lightening,null
2020-126T21:53:43.7452Z[May05],39.882,43.643,null,null,lightening,null
2020-126T21:53:51.8780Z[May05],39.974,43.559,null,null,lightening,null
2020-126T21:54:09.0368Z[May05],39.924,43.553,null,null,lightening,null
2020-130T20:18:20.5144Z[May09],39.341,43.873,null,null,lightening,null
2020-130T20:18:20.6646Z[May09],39.414,43.812,null,null,lightening,null
2020-130T20:18:20.9942Z[May09],39.344,43.967,null,null,lightening,null
2020-130T20:18:27.7192Z[May09],38.6,43.789,null,null,lightening,null
2020-130T20:18:37.7586Z[May09],38.712,43.887,null,null,lightening,null
2020-130T20:18:53.0650Z[May09],38.578,43.765,null,null,lightening,null
2020-130T20:18:59.2257Z[May09],38.706,43.893,null,null,lightening,null
2020-130T20:19:14.2563Z[May09],38.61,43.833,null,null,lightening,null
2020-130T20:19:14.4227Z[May09],38.564,43.999,null,null,lightening,null
2020-130T20:19:25.2757Z[May09],38.68,43.894,null,null,lightening,null
2020-130T20:19:29.6278Z[May09],39.397,44.139,null,null,lightening,null
2020-130T20:19:49.0020Z[May09],39.102,46.358,null,null,lightening,null
2020-131T02:48:25.1944Z[May10],40.528,45.479,null,null,lightening,null
2020-131T02:48:25.2803Z[May10],40.595,45.347,null,null,lightening,null
2020-131T02:49:10.0743Z[May10],40.524,45.545,null,null,lightening,null
2020-131T02:49:10.9713Z[May10],40.516,45.504,null,null,lightening,null
2020-142T15:35:00.5501Z[May21],38.976,44.103,null,null,lightening,null
2020-142T15:36:19.8461Z[May21],38.96,44.247,null,null,lightening,null
2020-142T15:36:19.9893Z[May21],38.898,44.26,null,null,lightening,null
2020-142T15:36:21.7385Z[May21],38.684,45.585,null,null,lightening,null
2020-142T15:36:22.5319Z[May21],38.84,45.64,null,null,lightening,null
2020-142T15:36:22.6374Z[May21],38.888,45.727,null,null,lightening,null
2020-142T15:36:31.4714Z[May21],38.94,44.061,null,null,lightening,null
2020-142T22:05:25.5795Z[May21],39.848,43.587,null,null,lightening,null
2020-142T22:05:29.7673Z[May21],39.888,44.081,null,null,lightening,null
2020-142T22:05:37.2307Z[May21],39.877,43.536,null,null,lightening,null
2020-142T22:05:44.5853Z[May21],39.733,45.04,null,null,lightening,null
2020-142T22:05:59.3670Z[May21],39.927,44.066,null,null,lightening,null
2020-142T22:06:18.4125Z[May21],39.871,43.559,null,null,lightening,null
2020-143T14:48:17.8938Z[May22],39.068,46.475,null,null,lightening,null
2020-143T14:48:21.4802Z[May22],38.777,46.451,null,null,lightening,null
2020-145T21:20:11.6103Z[May24],38.71,44.583,null,null,lightening,null
2020-146T14:00:47.8489Z[May25],40.601,43.543,null,null,lightening,null
2020-146T14:01:20.8222Z[May25],40.77,43.668,null,null,lightening,null
2020-146T14:01:24.3693Z[May25],40.451,45.796,null,null,lightening,null
2020-146T14:01:32.8148Z[May25],40.972,43.598,null,null,lightening,null
2020-146T14:01:35.7327Z[May25],40.61,43.587,null,null,lightening,null
2020-146T14:01:36.0478Z[May25],40.641,43.651,null,null,lightening,null
2020-146T14:01:38.9448Z[May25],40.758,44.492,null,null,lightening,null
2020-146T14:01:42.2150Z[May25],40.798,44.406,null,null,lightening,null
2020-146T14:01:45.7491Z[May25],40.864,44.405,null,null,lightening,null
2020-146T14:01:45.8209Z[May25],40.955,44.434,null,null,lightening,null
2020-146T14:01:51.6579Z[May25],41.03,44.319,null,null,lightening,null
2020-146T14:01:57.5322Z[May25],40.634,43.59,null,null,lightening,null
2020-146T14:01:58.4150Z[May25],40.837,44.401,null,null,lightening,null
2020-146T14:02:02.1661Z[May25],40.933,43.665,null,null,lightening,null
2020-146T14:02:03.6676Z[May25],40.743,43.629,null,null,lightening,null
2020-146T14:02:04.1747Z[May25],40.802,44.427,null,null,lightening,null
2020-146T14:02:09.4960Z[May25],40.863,43.527,null,null,lightening,null
2020-146T14:02:18.7164Z[May25],40.763,44.494,null,null,lightening,null
2020-146T14:02:20.0470Z[May25],40.893,44.378,null,null,lightening,null
2020-146T14:02:31.7014Z[May25],40.754,44.41,null,null,lightening,null
2020-146T14:02:34.6555Z[May25],41.092,44.519,null,null,lightening,null
2020-146T14:02:34.9977Z[May25],41.17,44.467,null,null,lightening,null
2020-149T13:14:11.7024Z[May28],39.873,44.285,null,null,lightening,null
2020-149T13:14:17.1700Z[May28],39.113,44.813,null,null,lightening,null
2020-149T13:14:17.6107Z[May28],40.844,45.216,null,null,lightening,null
2020-149T13:14:23.7623Z[May28],39.693,44.558,null,null,lightening,null
2020-149T13:14:23.9523Z[May28],39.985,44.036,null,null,lightening,null
2020-149T13:14:26.4391Z[May28],39.824,44.276,null,null,lightening,null
2020-149T13:14:30.4767Z[May28],39.236,44.883,null,null,lightening,null
2020-149T13:14:30.7596Z[May28],39.907,44.209,null,null,lightening,null
2020-149T13:14:40.4402Z[May28],39.616,44.672,null,null,lightening,null
2020-149T13:14:49.5922Z[May28],39.756,44.803,null,null,lightening,null
2020-149T13:14:51.3931Z[May28],41.227,44.404,null,null,lightening,null
2020-149T13:14:54.9307Z[May28],39.292,44.758,null,null,lightening,null
2020-149T13:14:56.0879Z[May28],39.71,44.573,null,null,lightening,null
2020-149T13:14:57.0225Z[May28],39.689,44.457,null,null,lightening,null
2020-149T13:14:57.9245Z[May28],40.889,45.305,null,null,lightening,null
2020-149T13:14:59.0868Z[May28],41.06,44.458,null,null,lightening,null
2020-149T13:14:59.3642Z[May28],41.092,44.545,null,null,lightening,null
2020-149T13:14:59.4807Z[May28],39.884,44.326,null,null,lightening,null
2020-149T13:14:59.5702Z[May28],39.856,44.234,null,null,lightening,null
2020-149T13:14:59.8064Z[May28],39.693,44.357,null,null,lightening,null
2020-149T13:15:03.9942Z[May28],41.218,44.499,null,null,lightening,null
2020-149T13:15:14.4697Z[May28],39.783,44.46,null,null,lightening,null
2020-149T13:15:17.4239Z[May28],39.061,45.014,null,null,lightening,null
2020-149T13:15:20.2404Z[May28],39.079,44.879,null,null,lightening,null
2020-149T13:15:21.6173Z[May28],39.671,44.495,null,null,lightening,null
2020-149T13:15:22.2634Z[May28],39.1,44.849,null,null,lightening,null
2020-149T13:15:22.6378Z[May28],39.927,44.125,null,null,lightening,null
2020-149T13:15:23.5780Z[May28],39.19,44.917,null,null,lightening,null
2020-149T13:15:24.0041Z[May28],41.072,44.492,null,null,lightening,null
2020-149T13:15:29.1969Z[May28],39.601,44.693,null,null,lightening,null
2020-149T13:15:45.0582Z[May28],41.072,44.381,null,null,lightening,null
2020-149T19:44:08.1471Z[May28],39.024,43.563,null,null,lightening,null
2020-149T19:45:34.2394Z[May28],39.054,43.613,null,null,lightening,null
2020-150T12:26:30.1280Z[May29],41.115,44.187,null,null,lightening,null
2020-150T12:26:37.8087Z[May29],41.267,44.356,null,null,lightening,null
2020-150T12:26:47.8441Z[May29],40.782,44.994,null,null,lightening,null
2020-150T12:26:48.0646Z[May29],39.782,44.813,null,null,lightening,null
2020-150T12:26:51.0832Z[May29],41.4,44.288,null,null,lightening,null
2020-150T12:26:51.1656Z[May29],41.413,44.366,null,null,lightening,null
2020-150T12:26:56.5599Z[May29],41.117,44.197,null,null,lightening,null
2020-150T12:26:58.0388Z[May29],40.179,44.548,null,null,lightening,null
2020-150T12:27:12.7036Z[May29],39.803,46.418,null,null,lightening,null
2020-150T12:27:14.7799Z[May29],41.171,44.216,null,null,lightening,null
2020-150T12:27:22.2174Z[May29],41.242,44.373,null,null,lightening,null
2020-150T12:27:22.6435Z[May29],41.256,44.268,null,null,lightening,null
2020-150T12:27:30.4499Z[May29],40.839,44.952,null,null,lightening,null
2020-150T12:27:32.9152Z[May29],39.734,44.808,null,null,lightening,null
2020-150T12:27:36.5194Z[May29],39.799,44.785,null,null,lightening,null
2020-150T12:27:41.3283Z[May29],39.782,46.379,null,null,lightening,null
2020-150T12:27:42.4012Z[May29],39.442,46.157,null,null,lightening,null
2020-150T12:27:42.8936Z[May29],40.797,45.015,null,null,lightening,null
2020-150T12:27:43.7815Z[May29],41.227,44.266,null,null,lightening,null
2020-150T12:27:59.2981Z[May29],41.248,44.197,null,null,lightening,null
2020-150T12:28:03.4855Z[May29],41.166,44.092,null,null,lightening,null
2020-154T10:51:50.2406Z[Jun02],40.457,43.822,null,null,lightening,null
2020-154T10:51:51.3079Z[Jun02],41.22,43.967,null,null,lightening,null
2020-154T10:51:55.0480Z[Jun02],41.187,43.999,null,null,lightening,null
2020-154T10:51:56.1888Z[Jun02],40.666,43.54,null,null,lightening,null
2020-154T10:51:57.7281Z[Jun02],40.402,43.792,null,null,lightening,null
2020-154T10:51:59.9805Z[Jun02],41.05,44.025,null,null,lightening,null
2020-154T10:52:00.8578Z[Jun02],40.694,43.511,null,null,lightening,null
2020-154T10:52:01.3307Z[Jun02],41.214,44.049,null,null,lightening,null
2020-154T10:52:02.1649Z[Jun02],38.878,44.345,null,null,lightening,null
2020-154T10:52:08.2717Z[Jun02],40.669,43.539,null,null,lightening,null
2020-154T10:52:13.8821Z[Jun02],40.695,43.575,null,null,lightening,null
2020-154T10:52:14.9580Z[Jun02],41.231,43.931,null,null,lightening,null
2020-154T10:52:20.1342Z[Jun02],40.666,43.538,null,null,lightening,null
2020-154T10:52:23.7938Z[Jun02],41.071,43.993,null,null,lightening,null
2020-154T10:52:26.6887Z[Jun02],40.688,43.557,null,null,lightening,null
2020-154T10:52:26.8233Z[Jun02],40.737,43.523,null,null,lightening,null
2020-154T10:52:27.7168Z[Jun02],41.077,44.061,null,null,lightening,null
2020-154T10:52:29.0703Z[Jun02],40.447,43.757,null,null,lightening,null
2020-154T10:52:32.0674Z[Jun02],41.202,44.938,null,null,lightening,null
2020-154T10:52:38.0869Z[Jun02],41.195,44.001,null,null,lightening,null
2020-154T10:52:40.0189Z[Jun02],41.358,44.036,null,null,lightening,null
2020-154T10:52:47.7227Z[Jun02],41.22,43.924,null,null,lightening,null
2020-154T10:52:49.9965Z[Jun02],40.69,43.612,null,null,lightening,null
2020-154T10:52:50.3673Z[Jun02],41.087,44.015,null,null,lightening,null
2020-154T10:52:54.2572Z[Jun02],38.85,44.355,null,null,lightening,null
2020-154T10:52:54.4451Z[Jun02],40.875,45.336,null,null,lightening,null
2020-154T10:52:54.7652Z[Jun02],41.229,44.028,null,null,lightening,null
2020-154T10:52:58.8147Z[Jun02],40.99,45.2,null,null,lightening,null
2020-154T10:52:58.8971Z[Jun02],41.406,44.081,null,null,lightening,null
2020-154T10:53:00.0265Z[Jun02],41.207,43.905,null,null,lightening,null
2020-154T10:53:06.7507Z[Jun02],41.015,45.365,null,null,lightening,null
2020-154T10:53:06.9156Z[Jun02],41.069,45.436,null,null,lightening,null
2020-154T10:53:09.6741Z[Jun02],39.241,46.308,null,null,lightening,null
2020-154T10:53:11.5843Z[Jun02],41.218,43.854,null,null,lightening,null
2020-154T10:53:11.7818Z[Jun02],39.075,44.771,null,null,lightening,null
2020-154T10:53:19.1082Z[Jun02],40.76,45.635,null,null,lightening,null
2020-154T10:53:21.9995Z[Jun02],40.455,43.715,null,null,lightening,null
2020-154T10:53:32.7048Z[Jun02],40.963,45.324,null,null,lightening,null
2020-154T17:21:43.5168Z[Jun02],41.039,45.961,null,null,lightening,null
2020-154T17:22:01.6773Z[Jun02],40.397,46.217,null,null,lightening,null
2020-154T17:22:03.2903Z[Jun02],39.45,46.199,null,null,lightening,null
2020-154T17:22:07.2032Z[Jun02],39.39,45.862,null,null,lightening,null
2020-154T17:22:11.7669Z[Jun02],40.269,46.222,null,null,lightening,null
2020-154T17:22:11.8477Z[Jun02],39.182,45.934,null,null,lightening,null
2020-154T17:22:35.1899Z[Jun02],40.37,46.201,null,null,lightening,null
2020-154T17:22:41.8213Z[Jun02],39.445,46.178,null,null,lightening,null
2020-154T17:22:52.8916Z[Jun02],39.16,45.96,null,null,lightening,null
2020-154T17:23:07.5720Z[Jun02],40.37,46.243,null,null,lightening,null
2020-154T17:23:15.2134Z[Jun02],39.538,46.042,null,null,lightening,null
2020-154T17:23:19.0484Z[Jun02],39.184,45.937,null,null,lightening,null
2020-154T17:23:19.6825Z[Jun02],40.381,46.13,null,null,lightening,null
2020-154T17:23:25.7928Z[Jun02],39.474,46.212,null,null,lightening,null
2020-154T17:23:26.9923Z[Jun02],40.5,46.225,null,null,lightening,null
2020-157T10:05:18.6225Z[Jun05],40.114,46.295,null,null,lightening,null
2020-157T10:05:21.9595Z[Jun05],41.347,44.222,null,null,lightening,null
2020-157T10:05:29.0373Z[Jun05],41.427,44.294,null,null,lightening,null
2020-157T10:05:30.5397Z[Jun05],41.476,44.375,null,null,lightening,null
2020-157T10:05:41.3982Z[Jun05],41.382,44.215,null,null,lightening,null
2020-157T10:05:45.5528Z[Jun05],41.463,44.283,null,null,lightening,null
2020-157T10:05:47.0035Z[Jun05],41.481,44.321,null,null,lightening,null
2020-157T10:05:49.8643Z[Jun05],40.136,46.303,null,null,lightening,null
2020-157T10:05:55.3949Z[Jun05],40.136,46.285,null,null,lightening,null
2020-157T10:06:07.7060Z[Jun05],41.426,44.313,null,null,lightening,null
2020-157T10:06:15.3369Z[Jun05],41.436,44.309,null,null,lightening,null
2020-157T10:06:15.9474Z[Jun05],40.14,46.353,null,null,lightening,null
2020-157T10:06:44.3978Z[Jun05],40.138,46.317,null,null,lightening,null
2020-157T10:06:49.6458Z[Jun05],40.088,46.374,null,null,lightening,null
2020-157T16:35:18.8162Z[Jun05],39.985,46.293,null,null,lightening,null
2020-157T16:35:20.3847Z[Jun05],40.024,46.391,null,null,lightening,null
2020-157T16:35:26.5528Z[Jun05],39.979,46.335,null,null,lightening,null
2020-157T16:35:34.8226Z[Jun05],40.009,46.273,null,null,lightening,null
2020-157T16:35:35.7788Z[Jun05],40.065,46.446,null,null,lightening,null
2020-157T16:36:05.0615Z[Jun05],39.992,46.293,null,null,lightening,null
2020-157T16:36:07.5287Z[Jun05],40,46.386,null,null,lightening,null
2020-157T16:36:08.3829Z[Jun05],39.957,46.347,null,null,lightening,null
2020-157T16:36:14.6781Z[Jun05],40.062,46.469,null,null,lightening,null
2020-157T16:36:16.3268Z[Jun05],39.978,46.324,null,null,lightening,null
2020-157T16:36:21.6111Z[Jun05],39.971,46.351,null,null,lightening,null
2020-157T16:36:23.6501Z[Jun05],40.025,46.412,null,null,lightening,null
2020-157T16:36:27.7093Z[Jun05],40.002,46.333,null,null,lightening,null
2020-157T16:36:32.5396Z[Jun05],40.064,46.417,null,null,lightening,null
2020-157T16:36:38.3515Z[Jun05],40.021,46.41,null,null,lightening,null
2020-157T16:36:40.9333Z[Jun05],40.017,46.336,null,null,lightening,null
